id_card_id,submission_date,id_type,issuing_country,image_sharpness,brightness_score,contrast_score,hologram_detected,hologram_confidence,microprint_quality,uv_features_detected,uv_confidence,ocr_confidence,font_consistency_score,text_alignment_score,face_detected,face_detection_confidence,face_quality_score,face_symmetry_score,edge_consistency,lighting_consistency,color_histogram_score,template_match_score,is_expired,document_age_years,is_fraudulent,fraud_type
ID007583,2025-06-20,passport,Canada,0.8922,0.8141,0.8292,True,1.0,0.7142,False,0.769,0.9035,0.7825,0.9287,True,0.8962,0.8346,1.0,0.8733,0.8143,0.8746,0.9468,False,3.99,0,
ID007584,2025-05-26,state_id,Germany,0.77,0.9088,0.7421,True,0.8283,0.9137,True,0.8728,0.8989,1.0,0.7854,True,0.967,0.9547,0.8731,0.8985,0.8805,0.692,0.8687,False,3.21,0,
ID007585,2024-05-29,passport,Spain,0.79,0.8813,0.8805,True,0.8724,0.8782,True,0.7852,0.8936,0.8145,0.8828,True,0.8074,0.8581,0.9351,0.8684,0.7395,0.7988,0.8556,False,4.25,0,
ID007586,2023-07-22,state_id,Spain,0.9349,0.7469,0.967,False,0.8885,0.7675,True,0.7514,0.9225,0.9349,0.9575,True,0.9697,0.8049,0.9124,0.8621,0.9951,0.8062,0.9422,False,5.3,0,
ID007587,2024-12-16,drivers_license,USA,0.9644,0.7163,0.9928,False,0.9012,0.9656,False,0.8206,0.8586,0.9015,0.8406,True,1.0215,0.8455,0.8787,0.8984,0.8755,0.9263,0.913,False,6.86,0,
ID007588,2022-02-13,passport,UK,0.8942,0.6968,0.6617,False,0.9023,0.7509,True,0.7776,0.9037,0.9187,0.87,True,0.9762,0.7396,1.0,0.9558,0.832,1.0,0.7695,False,5.16,0,
ID007589,2022-08-19,passport,Germany,0.8269,0.9108,0.869,True,0.9868,0.8666,True,0.7837,0.9061,0.8738,0.7305,True,1.0402,0.928,1.0,0.7648,0.9006,0.9922,0.8762,False,8.68,0,
ID007590,2025-09-29,state_id,Australia,0.8434,0.7834,0.9003,True,0.6993,0.6872,True,0.9028,0.8909,0.951,0.7988,True,0.935,0.779,0.9999,0.862,0.9558,0.8688,0.8546,False,7.81,0,
ID007591,2024-12-21,state_id,Canada,0.8333,0.9203,0.7824,True,0.8283,0.9006,True,0.8511,0.8885,0.836,0.9065,True,0.9908,0.6983,0.8042,0.7634,0.9795,0.7662,0.8253,False,7.06,0,
ID007592,2023-04-06,passport,Italy,0.7863,0.5652,0.8226,True,1.0,0.904,True,0.8865,0.884,0.7895,0.9408,True,0.9291,0.8781,0.7168,0.9309,1.0,0.763,0.7499,False,4.73,0,
ID007593,2022-08-03,state_id,France,0.6039,1.0,0.8298,False,0.9799,0.6365,False,0.8981,1.0,0.9595,0.9354,False,0.0,0.0,0.7365,0.8244,0.8937,0.8587,0.8591,False,2.58,0,
ID007594,2023-03-30,national_id,Germany,1.0,0.6968,0.934,True,0.9381,0.7523,True,0.8481,1.0,0.9345,1.0,True,0.9302,0.8876,0.846,0.9213,0.7864,0.6872,0.8785,False,4.48,0,
ID007595,2024-01-09,drivers_license,UK,0.4178,0.6494,0.4828,False,0.9995,0.3231,False,0.5428,0.8105,0.6127,0.6249,True,0.9079,0.6213,0.6794,0.2885,0.0,0.3926,0.6585,False,0.09,1,synthetic_id
ID007596,2025-06-08,state_id,France,0.8955,0.7594,0.9445,True,0.8025,0.9864,True,0.7616,0.9326,0.9078,0.8531,True,0.894,0.7994,0.8888,0.8165,0.7878,0.721,0.9113,False,5.1,0,
ID007597,2022-04-28,drivers_license,Germany,0.8378,1.0,0.7773,False,0.8057,0.7032,True,0.8803,0.9441,0.9846,1.0,False,0.0,0.0,0.436,0.7856,0.8043,0.8131,0.8802,False,5.51,0,
ID007598,2024-02-26,drivers_license,Canada,1.0,0.8428,0.7152,False,0.8559,0.8139,True,0.8638,0.8701,0.9816,0.979,True,1.0396,0.8652,0.9653,1.0,0.6965,1.0,0.9562,False,3.86,0,
ID007599,2024-09-20,national_id,USA,0.9619,0.6482,0.7478,True,0.8935,0.8235,True,0.8798,0.9533,0.895,0.7056,True,0.8247,0.7983,0.799,0.9814,0.9355,0.7428,0.9432,False,3.6,0,
ID007600,2024-09-12,national_id,Germany,0.835,0.9966,0.9058,True,0.9747,0.6156,True,0.8125,0.9075,0.8159,0.8381,True,0.9507,0.7496,0.8378,0.9534,0.8048,0.9378,0.8935,False,7.32,0,
ID007601,2024-06-29,national_id,Canada,0.7659,0.7785,0.5699,False,0.8968,0.9582,True,0.7771,0.8912,0.9034,0.779,False,0.0,0.0,0.5731,0.8844,0.7266,0.6017,0.9704,False,1.34,0,
ID007602,2022-08-11,passport,Germany,0.9634,0.806,0.8588,True,1.0,0.851,True,0.757,0.9987,0.9014,0.8525,True,0.8866,0.8357,0.7945,0.8841,0.8326,0.9501,0.8235,False,7.08,0,
ID007603,2023-09-10,drivers_license,Australia,0.8108,0.7717,0.9967,True,0.9318,0.8192,True,0.8446,1.0,0.8386,0.925,True,0.9593,0.7966,0.7818,0.871,1.0,0.9169,1.0,False,3.28,0,
ID007604,2022-12-18,national_id,Spain,0.7919,0.9673,0.7339,True,0.9587,0.6589,False,0.8239,0.9668,0.9911,0.6945,True,0.9582,0.9242,0.8234,0.8535,0.6436,0.8614,0.8985,False,2.46,0,
ID007605,2024-02-06,drivers_license,Germany,0.8834,0.7095,0.7872,True,0.8862,0.6133,False,0.9117,0.8627,1.0,0.9143,False,0.0,0.0,0.5373,0.8935,0.8587,0.8061,0.8988,False,5.81,0,
ID007606,2025-07-19,national_id,UK,0.8572,0.8079,0.8635,False,0.8743,0.8236,False,0.9347,0.8699,0.8784,0.9394,True,0.9668,0.712,0.7955,0.7958,0.8313,0.9263,0.9426,False,2.52,0,
ID007607,2022-01-07,state_id,Canada,0.3118,0.5337,0.5703,False,0.5073,0.4306,True,0.0358,0.4919,0.5116,0.6087,True,0.8908,0.7288,0.9076,0.5375,0.475,0.5035,0.6826,True,4.67,1,altered_text
ID007608,2023-12-20,drivers_license,Australia,1.0,0.9142,0.7553,True,0.7442,0.7776,True,1.0,0.898,0.8943,0.7871,True,0.9154,0.8201,0.8841,0.8784,0.8426,0.7655,0.9532,False,6.78,0,
ID007609,2023-06-23,state_id,Canada,0.445,0.8065,0.7452,False,0.3995,0.4748,False,0.2934,1.0,0.5333,0.9875,True,0.9544,0.3801,0.5846,0.4797,0.4402,0.4847,0.4983,False,4.49,1,printed_copy
ID007610,2022-11-02,drivers_license,Australia,0.7471,0.8176,0.8524,True,0.8768,0.8286,True,0.8143,0.9753,0.9187,0.7474,True,0.8515,0.9862,0.9365,0.9084,0.8147,0.8789,0.9697,False,9.27,0,
ID007611,2022-07-03,national_id,Spain,0.7597,1.0,0.9292,True,0.9054,0.6478,True,0.692,0.9289,0.8353,0.7133,True,0.8921,0.8405,0.8328,0.8853,0.8474,1.0,0.9368,False,3.45,0,
ID007612,2022-03-02,passport,France,0.9309,0.8902,0.691,True,0.9659,0.679,True,0.813,0.8697,1.0,0.8864,True,0.9372,0.8621,0.9215,0.827,0.9776,0.814,0.7646,False,6.39,0,
ID007613,2022-08-04,state_id,Canada,0.7173,0.7723,0.8041,True,0.9334,0.9657,False,0.9272,1.0,0.9467,0.8434,True,0.8765,0.9358,0.8833,0.8424,0.7167,0.8771,0.8635,False,9.01,0,
ID007614,2024-10-25,passport,Germany,0.6607,0.5974,0.5015,False,0.1289,0.3691,False,0.2507,0.6734,0.5294,0.7232,True,0.8761,0.6455,0.391,0.5985,0.5524,0.2977,0.8218,False,1.29,1,template_mismatch
ID007615,2022-11-08,drivers_license,USA,0.8238,0.932,0.8294,True,0.8485,0.8542,True,0.9111,0.9786,1.0,0.8882,True,0.9425,0.6252,0.977,0.8843,1.0,0.8625,0.8753,False,4.72,0,
ID007616,2023-08-17,state_id,USA,0.7334,0.8716,0.6586,True,0.8488,0.7265,True,0.838,0.9128,0.8249,0.8152,True,0.8942,1.0,0.7654,0.9197,0.6697,0.818,0.9852,False,4.86,0,
ID007617,2024-10-11,state_id,Australia,0.8394,0.9332,0.7396,True,0.8788,0.8046,True,0.9438,0.9489,0.836,0.8884,True,1.0354,0.8615,0.8415,0.9226,0.7392,0.7934,0.9233,False,5.6,0,
ID007618,2025-08-25,drivers_license,Italy,0.8739,0.9065,0.8249,True,0.9052,0.7335,True,0.9001,0.9127,0.8509,0.9624,True,1.0021,0.6417,0.8358,0.8471,0.8419,0.8925,0.8154,False,9.05,0,
ID007619,2024-06-08,state_id,Spain,0.8045,0.9096,0.9057,True,0.9648,0.8465,True,0.7528,0.8952,0.9232,0.8382,True,0.9412,1.0,0.7053,0.8465,0.991,0.8237,0.9747,False,7.2,0,
ID007620,2022-11-25,passport,France,0.7779,1.0,0.8476,True,0.858,0.8294,True,0.8594,0.887,0.904,0.8365,True,0.8757,0.7664,0.7929,0.8805,0.8004,1.0,0.9235,False,0.68,0,
ID007621,2023-09-11,national_id,Italy,0.8416,0.8991,0.8862,True,0.8723,0.6498,True,0.8657,0.9617,0.987,0.994,True,0.9264,0.7417,0.8125,0.8787,0.8819,0.825,0.9444,False,3.84,0,
ID007622,2023-08-27,national_id,France,0.8827,0.8904,0.7602,True,0.9675,0.8595,False,0.8693,0.9419,0.9121,0.7979,True,1.0217,0.9109,0.8601,0.9648,1.0,0.9363,0.9377,False,0.55,0,
ID007623,2023-06-12,drivers_license,Germany,0.8108,0.7604,0.8516,False,0.7619,0.7246,True,0.7205,1.0,0.8771,1.0,True,0.855,0.9118,0.7514,0.9186,0.8495,0.8504,0.9195,False,8.27,0,
ID007624,2024-02-12,drivers_license,France,0.7714,0.86,0.7995,True,0.7569,0.7843,False,0.7741,0.8616,0.916,0.7602,True,1.0128,0.9126,0.8483,0.998,0.7865,0.86,0.9308,False,6.6,0,
ID007625,2022-04-30,passport,Spain,0.925,0.726,0.9121,False,0.8879,0.7179,True,0.7492,0.8498,0.9158,0.8592,True,1.0402,0.8176,0.7673,0.9094,0.7831,0.8656,0.8862,False,6.84,0,
ID007626,2024-05-12,national_id,USA,0.787,0.7816,0.7438,True,0.8301,0.741,True,0.8839,0.9098,0.8969,0.9495,False,0.0,0.0,0.8048,0.8519,0.5544,0.9347,0.9616,False,6.54,0,
ID007627,2025-02-02,national_id,France,0.8653,0.7332,0.6808,True,0.9928,0.7907,True,0.9794,0.8808,0.7852,1.0,True,0.9343,0.8408,0.8487,0.9898,0.9652,0.8729,0.9909,False,4.33,0,
ID007628,2022-10-14,passport,UK,0.8538,0.8645,0.9351,False,0.9202,0.9851,True,0.7838,1.0,0.7967,0.9132,True,0.9132,0.8524,0.9708,0.9631,0.8609,0.7181,0.8367,False,5.33,0,
ID007629,2025-05-08,national_id,Germany,0.8168,0.8685,0.9329,True,0.805,0.9229,True,0.8656,1.0,0.839,0.8346,True,0.8695,0.9047,0.9918,0.8869,0.8654,0.7736,0.9091,False,9.69,0,
ID007630,2025-06-27,passport,Germany,0.7538,0.8595,0.8268,True,0.9056,0.959,True,0.7208,1.0,0.8225,0.8637,True,0.9125,0.7356,1.0,0.9032,0.9938,0.7328,0.9047,False,3.56,0,
ID007631,2024-01-22,passport,Germany,0.7458,0.7668,0.8527,True,0.9256,0.8284,False,0.8906,0.7794,0.9419,0.8387,True,0.9155,0.9122,0.9179,0.8377,0.9083,0.9655,0.8791,False,8.72,0,
ID007632,2024-02-24,national_id,Spain,0.8302,0.8841,0.7969,True,1.0,0.9205,True,0.9294,0.8271,0.8947,0.824,True,0.9186,0.857,0.85,0.8747,0.9682,0.7647,0.9096,False,2.4,0,
ID007633,2023-09-27,state_id,Spain,0.8992,0.7725,0.7923,True,0.874,0.7844,True,0.6979,0.8914,0.8568,1.0,True,0.9376,0.8964,0.8258,0.9237,0.9464,0.7277,0.9141,False,5.53,0,
ID007634,2024-01-01,drivers_license,Germany,0.7592,0.7984,0.8102,False,0.8372,0.8951,True,0.9792,0.9095,0.8175,0.9195,True,0.9261,0.8118,0.8382,0.8527,0.7316,0.8212,0.8928,False,9.12,0,
ID007635,2022-11-06,state_id,USA,0.8015,0.7303,0.7082,True,0.8308,0.8453,True,0.8565,0.9981,0.909,0.8677,True,0.9007,0.7402,0.7808,0.8983,0.9674,0.6959,0.8458,False,0.65,0,
ID007636,2024-08-10,passport,Italy,0.826,0.8968,0.9662,False,1.0,0.9585,True,0.8323,0.9313,0.7627,0.9359,True,0.9157,0.679,0.9776,0.9407,0.9981,0.775,0.8083,False,3.9,0,
ID007637,2023-10-03,national_id,Germany,0.5626,0.6684,0.782,False,0.5814,0.0,False,0.2039,0.6631,0.3164,0.5583,True,0.9379,0.665,0.6853,0.7799,0.1793,0.4991,0.6518,False,2.72,1,fake_hologram
ID007638,2025-06-17,state_id,USA,0.947,0.8504,0.958,True,0.9206,0.9154,True,0.7531,1.0,0.9176,0.9536,True,0.9688,0.7546,0.8046,0.8922,0.7707,1.0,0.9331,False,9.14,0,
ID007639,2024-10-12,drivers_license,France,0.8681,0.8882,0.9068,True,0.9784,0.8254,True,0.9374,0.9035,0.9473,0.9277,True,0.9209,0.6952,0.9732,0.8379,0.7851,0.7473,0.9389,False,1.35,0,
ID007640,2022-06-10,state_id,Italy,0.9202,0.8511,0.8314,True,0.8851,0.8412,False,0.8633,0.9822,0.9529,0.8864,True,0.9924,1.0,0.942,0.8672,0.7351,0.7804,0.9124,False,4.78,0,
ID007641,2024-02-19,drivers_license,Australia,0.956,0.8911,0.8457,True,0.8315,0.7509,False,0.9015,0.8832,0.8837,0.7606,True,0.9077,0.7215,0.8308,0.8404,0.7235,0.7089,0.8127,False,8.87,0,
ID007642,2022-12-23,state_id,Spain,0.8413,0.7194,0.8219,True,0.7891,0.8755,True,0.7424,0.935,0.858,1.0,True,0.9706,0.8858,0.8546,0.9727,0.8749,0.7781,0.9544,False,2.15,0,
ID007643,2023-01-05,state_id,France,0.9987,0.8158,0.9077,True,0.8555,0.7879,True,0.8399,0.8769,0.9355,0.8991,True,0.9718,0.769,0.7292,0.98,0.6601,0.8058,0.8955,False,6.07,0,
ID007644,2022-07-08,drivers_license,Italy,0.7038,0.937,0.8698,True,0.9177,0.8426,True,0.7189,0.9,0.8574,0.8031,True,0.8902,0.833,0.919,0.8796,0.9124,0.9547,0.9429,False,2.68,0,
ID007645,2023-12-08,passport,Italy,0.8398,0.7975,0.6791,True,0.7806,0.9649,True,0.841,0.9365,1.0,0.9103,True,0.8936,0.8223,0.9513,0.8521,0.7891,0.9873,0.9848,False,1.21,0,
ID007646,2023-10-06,state_id,USA,0.8856,0.8188,0.8439,False,0.8318,0.7854,True,0.6658,0.9127,0.9716,0.9486,True,0.9743,0.7404,0.9033,0.8187,0.8857,0.7244,0.7896,False,5.79,0,
ID007647,2023-04-30,drivers_license,Canada,0.7697,0.6434,0.8149,True,0.9378,0.9339,True,0.7636,0.9313,0.735,0.9055,True,0.9417,0.7829,0.8949,0.9604,0.9809,0.7367,0.8758,False,9.31,0,
ID007648,2025-08-19,state_id,France,0.8157,0.8896,0.8356,False,0.9803,0.8138,True,0.767,0.9124,0.9642,0.9755,True,0.8685,0.8367,0.9068,0.7411,1.0,0.6747,0.8055,False,9.71,0,
ID007649,2024-06-26,passport,Canada,0.8354,0.6402,0.8331,True,0.7967,0.8,True,0.661,0.9771,0.8886,0.7637,True,1.0256,0.7734,0.8591,0.9179,0.8352,0.8827,0.9028,False,1.64,0,
ID007650,2025-01-23,passport,Australia,0.9442,0.826,0.7445,True,0.8176,0.6742,True,0.9424,0.9264,0.9928,0.8132,True,0.8814,0.9297,0.8299,0.8589,0.9854,0.8582,0.9748,False,9.24,0,
ID007651,2025-01-08,drivers_license,Spain,0.7715,0.9465,0.937,True,0.9645,0.8992,False,0.8678,0.9068,0.9226,0.8607,False,0.0,0.0,0.3684,0.9689,0.9303,0.6957,0.9212,False,8.54,0,
ID007652,2022-10-04,state_id,Germany,0.8858,0.8076,0.9261,False,0.9494,0.8332,True,0.7879,0.8029,0.8727,0.9366,True,0.9317,0.8473,0.862,0.7428,0.8535,0.8435,0.8868,False,2.75,0,
ID007653,2025-10-20,national_id,Germany,1.0,0.9088,0.8894,True,0.8393,0.9966,True,0.8419,0.996,1.0,0.8329,True,0.9918,0.7324,0.9216,0.8132,0.9902,0.8394,0.856,False,7.46,0,
ID007654,2023-12-17,drivers_license,France,0.844,0.7303,0.5496,False,0.876,0.6991,True,1.0,0.9186,0.9732,0.98,True,1.0178,0.9753,0.9493,0.8952,0.7288,0.8047,0.8955,False,7.08,0,
ID007655,2025-03-16,passport,UK,0.7929,0.8254,0.7584,True,0.9352,0.6851,True,0.862,0.8807,0.9204,0.9392,False,0.0,0.0,0.6723,0.9515,0.9347,0.8403,0.9081,False,9.02,0,
ID007656,2025-01-31,state_id,Australia,0.7825,0.7719,0.8632,False,0.9641,0.8725,True,0.9406,0.9512,0.8979,0.9025,True,0.9535,0.8708,0.9196,0.8795,0.8916,0.846,0.9977,False,6.96,0,
ID007657,2023-01-04,national_id,Australia,0.7815,0.7581,0.7901,True,0.8547,0.7917,True,0.8758,0.9917,0.765,0.9657,True,0.9644,0.8236,0.8068,0.9539,0.9309,0.8878,0.8875,False,3.16,0,
ID007658,2024-12-10,state_id,UK,0.7364,0.269,0.7323,True,0.2932,0.444,True,0.0,0.5455,0.336,0.61,True,0.9774,0.3436,0.7741,0.5301,0.8924,0.5388,0.4247,True,1.2,1,expired_genuine
ID007659,2025-01-22,national_id,USA,0.7836,0.9373,0.8312,False,0.8725,0.8651,True,0.7766,0.8844,0.8262,0.7539,True,0.8903,0.6701,0.7662,0.9018,0.8467,0.6967,0.9853,False,3.75,0,
ID007660,2023-03-09,passport,Australia,0.8356,0.7509,0.7954,True,0.9943,0.6872,True,0.8313,0.9484,0.8441,0.962,True,1.015,0.8119,0.993,0.899,0.7656,0.9251,0.8476,False,6.56,0,
ID007661,2024-09-26,drivers_license,Germany,0.8967,0.7804,0.8685,True,0.9334,1.0,True,0.7165,0.8474,0.8099,0.722,True,0.9347,0.7597,0.9046,0.8945,0.7814,0.6297,0.875,False,8.88,0,
ID007662,2022-07-22,state_id,Spain,0.9512,0.828,0.8546,True,1.0,0.8532,True,0.9499,0.8893,0.8084,0.8549,True,0.9748,0.9847,0.8793,1.0,0.7989,0.754,0.9211,False,1.54,0,
ID007663,2023-05-14,state_id,Germany,0.9143,0.6613,0.8222,True,0.9394,0.8721,True,0.852,0.8723,0.9807,0.8168,True,1.0021,0.7288,0.9126,0.8751,0.7872,0.8907,0.8818,False,6.12,0,
ID007664,2023-01-06,state_id,Italy,0.8358,0.7552,0.9512,True,0.8592,0.7989,True,0.9333,0.9567,0.949,0.9583,False,0.0,0.0,0.4551,0.9081,0.7883,0.7659,0.9666,False,0.5,0,
ID007665,2025-03-31,national_id,USA,0.857,0.7668,0.721,True,0.8913,0.6525,True,0.8628,0.9565,0.9338,0.9039,True,0.9342,0.8973,0.8565,0.807,0.8823,0.6528,0.8604,False,7.96,0,
ID007666,2025-10-08,national_id,Spain,0.7231,0.6774,0.6069,True,0.4743,0.3618,False,0.0,0.705,0.6532,0.8057,True,0.871,0.6918,0.4279,0.8196,0.3775,0.6582,0.8925,False,2.99,1,photo_swap
ID007667,2023-12-07,state_id,UK,0.9465,0.79,0.9834,False,0.8459,0.7704,True,0.8815,0.9188,0.9576,1.0,True,0.9927,0.9466,0.7683,0.8722,0.8227,0.8341,0.989,False,0.91,0,
ID007668,2022-12-26,state_id,Italy,0.9005,0.8882,0.8578,False,0.7971,0.709,True,0.9232,0.9255,0.9629,0.8628,True,0.9376,0.8523,0.9703,0.9462,0.7881,0.8529,0.954,False,5.51,0,
ID007669,2025-03-21,state_id,Australia,0.8738,0.8213,0.9259,True,0.956,0.8888,False,0.7586,0.9179,0.902,0.9695,True,0.9578,0.8934,0.8771,0.9875,0.9895,0.8348,1.0,False,8.61,0,
ID007670,2022-12-29,passport,UK,0.647,0.199,0.6831,False,0.2344,0.2355,True,0.5951,0.8895,0.6358,0.7,True,0.984,0.7846,0.5632,0.6618,0.3086,0.6263,0.5446,False,0.28,1,template_mismatch
ID007671,2025-08-12,state_id,UK,0.7659,0.8295,0.7674,False,0.9611,0.8174,True,0.8019,0.9718,0.9107,0.9135,True,0.9682,0.8325,0.8235,0.9093,0.877,0.9905,0.9467,False,3.42,0,
ID007672,2023-04-19,state_id,Germany,0.8639,0.6116,0.8712,False,0.8863,0.7958,True,0.8511,1.0,0.9599,0.7812,True,0.8662,0.7947,0.9923,0.9705,0.7891,0.7618,0.924,False,8.53,0,
ID007673,2024-09-15,drivers_license,UK,0.8358,0.7943,0.7542,True,0.8785,0.6292,True,0.7793,0.9112,0.7879,0.8463,True,1.0129,0.9101,0.894,0.9138,0.9055,0.9911,0.8962,False,6.58,0,
ID007674,2023-01-09,national_id,France,0.9103,0.8018,0.8139,True,0.8891,0.9172,True,0.8414,0.8225,0.8575,0.6478,True,0.9164,0.7827,0.8454,0.9262,1.0,0.7573,0.9344,True,1.22,0,
ID007675,2024-05-14,national_id,France,0.8685,0.699,0.8979,True,0.7622,0.5701,True,0.863,0.9316,0.8615,0.9885,True,0.8989,0.7441,0.7637,0.8864,0.88,0.8932,0.918,False,7.09,0,
ID007676,2022-07-17,state_id,Canada,0.7317,0.6658,0.6745,True,0.749,0.9028,True,0.6729,0.9431,0.9922,0.9466,True,0.8885,1.0,0.8938,0.8669,1.0,0.941,0.8934,False,8.61,0,
ID007677,2023-04-10,national_id,Spain,0.7712,0.9431,0.7941,True,1.0,0.7211,True,0.9101,0.8376,1.0,0.9458,True,0.9243,0.8484,0.857,0.9214,0.8598,0.934,0.8767,False,5.17,0,
ID007678,2023-01-24,national_id,Germany,0.8955,0.779,0.9637,False,0.901,0.7554,True,0.867,0.9085,0.9029,0.8099,True,0.9892,0.7222,0.8585,0.9174,0.7924,0.838,0.8584,False,6.32,0,
ID007679,2024-07-02,national_id,USA,0.8699,0.5681,0.8596,True,0.91,0.8779,False,0.8884,0.8438,0.8643,0.8919,True,0.9274,0.7917,0.7371,0.9251,0.7289,0.8986,0.8379,False,7.23,0,
ID007680,2024-08-08,state_id,Spain,0.8161,0.7044,1.0,True,1.0,0.6946,True,0.9075,0.8492,0.8063,0.8842,True,0.9427,0.9239,0.6982,0.8866,0.8876,1.0,0.8573,False,8.9,0,
ID007681,2022-02-18,drivers_license,Canada,0.8726,0.8627,0.9722,False,1.0,0.9539,True,0.8721,0.9419,0.9438,0.7649,True,0.9014,0.7351,0.8832,0.9317,1.0,0.6343,0.9211,False,6.18,0,
ID007682,2025-10-06,national_id,Canada,0.8743,0.76,0.8679,True,0.9345,0.7689,True,0.9001,0.9749,0.8765,0.9354,True,0.8655,0.9152,1.0,0.9596,0.9651,1.0,0.9029,False,5.84,0,
ID007683,2024-07-18,drivers_license,Germany,0.8715,0.8762,0.6577,True,0.9061,0.8841,True,0.8613,0.9564,0.8452,0.6603,True,0.992,0.7041,1.0,0.9115,1.0,0.731,0.8991,False,7.48,0,
ID007684,2025-07-17,state_id,UK,0.9651,0.5516,0.9215,False,0.7801,0.9377,True,0.7472,0.876,0.8277,0.8967,True,0.9318,0.7334,0.7513,0.8994,0.7054,0.9332,0.9227,False,6.95,0,
ID007685,2024-02-17,state_id,USA,0.3398,0.5417,0.6776,True,0.2909,0.3129,False,0.4979,0.726,0.194,0.5182,True,0.9233,0.4261,0.8012,0.7889,0.3036,0.4208,0.6972,True,4.89,1,template_mismatch
ID007686,2025-03-29,passport,Canada,0.8953,0.7112,0.7638,True,0.958,0.808,True,0.778,0.9292,0.9881,0.9721,False,0.0,0.0,0.7234,0.9572,0.8978,0.7518,0.8442,False,4.38,0,
ID007687,2023-09-16,drivers_license,Germany,0.7537,0.8468,0.8776,False,0.8906,0.7813,True,0.9067,1.0,0.8187,0.9951,True,0.9892,0.9043,0.9167,0.8275,0.7537,0.8277,0.8121,False,2.62,0,
ID007688,2024-10-25,national_id,Canada,0.748,0.9476,0.9208,True,0.9279,1.0,True,0.8441,0.991,0.8667,0.7362,True,0.9468,0.9551,0.7191,0.9492,0.8829,0.8192,0.8751,False,2.35,0,
ID007689,2024-06-14,drivers_license,Germany,0.9358,0.6621,0.8379,True,1.0,0.8335,True,0.8317,1.0,0.9064,0.8117,True,0.8936,0.7693,0.8228,1.0,0.7889,0.6207,0.8941,False,8.5,0,
ID007690,2024-07-25,passport,Italy,0.8045,0.8872,0.7961,True,0.9419,0.6093,False,0.8745,0.9328,1.0,0.9362,True,0.9924,0.8287,0.8969,0.8174,0.8126,0.8911,1.0,False,7.08,0,
ID007691,2025-10-12,national_id,Italy,0.9004,0.9374,0.7928,True,0.9264,0.797,True,0.8819,0.8713,0.8746,0.9243,True,0.8963,0.777,0.9706,0.9911,0.9344,0.8515,0.8402,False,3.71,0,
ID007692,2024-03-15,state_id,USA,0.7921,0.7185,0.7634,True,0.8204,0.6892,True,0.9655,0.9259,0.9672,0.9446,True,0.9417,0.9829,0.9942,0.9043,0.8965,0.7749,0.9054,False,0.86,0,
ID007693,2025-10-21,state_id,France,0.8781,0.8175,0.8389,False,0.9005,0.7956,False,0.8794,0.862,0.7931,0.9513,True,0.9673,0.7567,0.684,0.8769,0.8276,0.8447,1.0,False,2.71,0,
ID007694,2022-11-06,passport,Spain,0.6542,0.6593,0.9015,True,0.869,0.8223,True,0.9254,0.9295,0.9424,0.8595,True,1.027,0.6923,0.9981,0.8607,0.7702,0.9754,0.8783,True,4.02,0,
ID007695,2025-05-27,drivers_license,UK,0.9781,0.8036,0.6525,False,0.918,0.8362,True,1.0,0.8983,0.9251,0.8224,True,0.927,0.8145,0.7294,0.9683,0.9523,0.8307,0.9311,False,2.87,0,
ID007696,2024-09-30,state_id,Spain,0.9416,0.8953,0.71,True,0.8575,0.8881,False,0.8432,0.9638,0.8821,0.9926,True,0.8993,0.8205,0.8481,0.9272,1.0,0.6264,0.9981,False,6.15,0,
ID007697,2024-07-25,passport,Canada,0.9696,0.7446,0.8875,True,0.9799,0.6722,True,0.7896,0.7905,0.8934,0.9754,True,0.9887,0.9682,0.8808,0.9165,0.7909,0.724,0.7811,False,9.25,0,
ID007698,2025-06-17,national_id,USA,0.7529,0.8315,0.9,True,0.9093,0.8034,False,0.9148,0.9557,0.9567,0.902,True,0.9626,0.8029,0.9602,0.7879,0.8532,0.7576,0.929,False,2.78,0,
ID007699,2024-02-09,drivers_license,UK,0.8911,0.8476,0.8694,False,0.9877,0.8389,True,0.9039,0.8997,0.8005,0.8779,True,1.0515,0.7518,0.8618,0.8433,0.6554,0.9407,0.8672,False,2.05,0,
ID007700,2022-06-05,passport,Italy,0.8719,0.5873,0.7329,False,0.8898,0.8535,False,0.7722,0.9745,0.9477,0.8579,True,0.9121,0.727,0.8993,0.8698,0.7421,0.8698,0.8574,False,7.8,0,
ID007701,2023-04-30,national_id,Germany,0.7415,1.0,0.878,True,0.9158,0.8479,True,0.9693,0.8682,0.8975,0.8309,True,1.0183,0.9439,0.8287,0.8182,0.7768,0.7618,0.8601,False,5.63,0,
ID007702,2025-03-12,drivers_license,UK,0.8727,0.818,0.8034,True,0.9447,0.8111,False,0.8473,0.9742,0.9535,0.9318,True,0.9135,0.5281,0.9635,1.0,0.7208,1.0,0.9366,False,4.76,0,
ID007703,2024-12-02,state_id,Italy,0.8058,0.7792,0.7891,True,0.7918,0.836,True,0.8821,0.8506,0.8815,0.8387,True,1.0204,0.8945,0.9134,0.9784,0.8913,0.8605,1.0,False,7.67,0,
ID007704,2024-08-08,drivers_license,UK,0.9957,0.6942,0.8952,True,0.867,0.8905,False,0.8853,0.9804,0.9049,1.0,True,0.9563,0.7951,0.8867,0.8483,0.752,0.8145,0.9855,False,9.34,0,
