date,daily_transaction_volume,daily_revenue_usd,daily_new_customers,customer_churn_rate_pct,avg_response_time_ms,system_uptime_pct,fraud_detection_rate_pct,false_positive_rate_pct,year_month
2024-09-20,1121,56095.51,49,2.48,165.3,98.84,86.9,3.68,2024-09
2024-09-21,1038,51926.99,50,2.03,142.9,99.63,84.65,2.38,2024-09
2024-09-22,1167,58352.17,39,2.66,160.1,99.4,85.48,2.9,2024-09
2024-09-23,1107,55370.41,50,2.54,134.5,99.36,92.73,2.87,2024-09
2024-09-24,1121,56072.72,58,2.73,174.8,99.71,80.71,2.97,2024-09
2024-09-25,1151,57565.03,63,2.5,108.6,99.19,86.82,2.51,2024-09
2024-09-26,1100,55033.08,53,2.32,151.1,100.0,86.63,2.51,2024-09
2024-09-27,1105,55266.05,39,1.79,155.6,99.66,83.7,2.68,2024-09
2024-09-28,1056,52841.81,46,2.51,186.4,99.59,82.03,1.92,2024-09
2024-09-29,1143,57187.24,62,2.27,127.7,99.86,85.55,2.48,2024-09
2024-09-30,1117,55856.36,47,2.57,142.2,99.08,77.61,2.86,2024-09
2024-10-01,1179,58993.13,53,2.62,157.4,99.04,83.72,2.31,2024-10
2024-10-02,1103,55186.62,55,2.58,126.9,99.8,80.92,2.65,2024-10
2024-10-03,1059,52954.06,56,2.27,150.9,99.57,86.71,3.1,2024-10
2024-10-04,1113,55692.79,56,2.54,119.1,99.44,85.87,2.84,2024-10
2024-10-05,1007,50369.16,40,2.21,126.2,99.24,93.78,2.55,2024-10
2024-10-06,1142,57132.65,50,3.3,153.9,99.11,86.85,2.7,2024-10
2024-10-07,1105,55277.62,59,2.79,167.5,99.47,82.19,3.06,2024-10
2024-10-08,1188,59428.24,57,2.28,155.3,99.77,81.02,3.48,2024-10
2024-10-09,1146,57333.26,56,2.81,160.6,99.56,86.59,3.23,2024-10
2024-10-10,1098,54935.57,66,2.3,147.5,99.82,88.94,2.8,2024-10
2024-10-11,1113,55671.79,55,2.27,196.5,99.65,90.05,2.16,2024-10
2024-10-12,1198,59930.44,58,2.76,167.9,99.53,87.1,2.31,2024-10
2024-10-13,1181,59095.84,43,2.83,167.4,99.18,76.91,2.46,2024-10
2024-10-14,1044,52211.1,65,2.37,161.6,99.57,91.09,3.22,2024-10
2024-10-15,1149,57479.27,52,2.42,161.3,99.86,93.41,3.07,2024-10
2024-10-16,1181,59070.95,56,2.73,171.9,99.25,89.17,3.71,2024-10
2024-10-17,1084,54213.98,58,2.3,131.2,99.31,81.58,2.41,2024-10
2024-10-18,1139,56961.37,57,2.47,168.8,99.09,88.01,3.27,2024-10
2024-10-19,1082,54142.07,47,2.76,130.7,99.57,84.67,2.79,2024-10
2024-10-20,1209,60476.83,46,2.92,150.8,99.2,81.95,2.59,2024-10
2024-10-21,1139,56992.66,57,2.59,159.2,99.45,83.53,2.2,2024-10
2024-10-22,1132,56649.13,43,2.81,166.2,99.24,78.22,3.63,2024-10
2024-10-23,1079,53958.53,57,2.84,131.1,99.37,74.88,2.52,2024-10
2024-10-24,1128,56421.07,62,2.24,127.2,99.34,85.09,3.39,2024-10
2024-10-25,1121,56085.94,46,2.39,146.5,99.45,83.87,3.2,2024-10
2024-10-26,1112,55631.3,58,2.28,186.3,99.45,93.39,2.52,2024-10
2024-10-27,1102,55102.67,52,2.58,128.7,100.0,80.53,2.94,2024-10
2024-10-28,1079,53974.6,51,2.79,157.8,99.55,92.1,3.29,2024-10
2024-10-29,1230,61527.62,37,1.93,159.7,99.25,88.67,3.27,2024-10
2024-10-30,1215,60774.72,59,2.76,127.2,99.31,85.11,3.23,2024-10
2024-10-31,1175,58766.6,58,2.6,128.2,99.25,88.36,2.83,2024-10
2024-11-01,1160,58019.18,65,2.71,151.6,99.69,83.59,3.71,2024-11
2024-11-02,1141,57081.98,36,2.72,156.5,99.52,78.09,2.54,2024-11
2024-11-03,1041,52087.45,56,2.99,119.8,99.55,88.79,2.97,2024-11
2024-11-04,1099,54983.26,59,2.76,127.4,99.83,87.48,2.68,2024-11
2024-11-05,1081,54087.24,51,2.08,160.9,99.51,85.03,2.92,2024-11
2024-11-06,1106,55326.52,50,2.05,149.6,99.61,89.12,3.95,2024-11
2024-11-07,1156,57836.24,59,2.61,140.1,99.61,85.19,1.9,2024-11
2024-11-08,1144,57223.81,60,2.66,165.2,99.51,84.39,2.69,2024-11
2024-11-09,1169,58475.15,51,1.86,158.1,99.35,87.84,3.23,2024-11
2024-11-10,1121,56093.8,56,2.59,112.5,99.51,88.9,2.72,2024-11
2024-11-11,1138,56912.09,49,2.43,146.6,99.91,84.47,2.5,2024-11
2024-11-12,1158,57923.74,59,2.23,166.2,99.04,81.23,3.59,2024-11
2024-11-13,1098,54919.0,65,2.82,159.2,99.93,78.73,2.91,2024-11
2024-11-14,1160,58042.26,49,2.3,168.8,99.51,88.65,3.9,2024-11
2024-11-15,1149,57459.49,44,2.53,126.4,99.34,84.07,2.35,2024-11
2024-11-16,1161,58066.8,61,2.75,165.0,99.58,80.62,2.91,2024-11
2024-11-17,1154,57727.65,44,2.92,155.6,99.88,89.1,4.26,2024-11
2024-11-18,1281,64075.89,45,2.45,152.2,99.28,90.51,2.97,2024-11
2024-11-19,1101,55063.08,45,2.68,141.5,99.63,86.68,3.35,2024-11
2024-11-20,1152,57604.1,50,2.7,149.4,99.73,82.06,2.21,2024-11
2024-11-21,1156,57845.9,68,2.83,171.3,99.41,88.02,3.11,2024-11
2024-11-22,1152,57611.65,56,2.24,191.9,99.9,91.18,2.67,2024-11
2024-11-23,1135,56794.43,57,2.67,146.2,99.5,82.22,3.26,2024-11
2024-11-24,1128,56407.84,50,2.5,144.9,98.94,85.5,2.6,2024-11
2024-11-25,1171,58571.05,47,2.11,151.0,99.3,98.0,3.2,2024-11
2024-11-26,1117,55871.55,47,2.42,151.5,99.49,85.06,2.99,2024-11
2024-11-27,1116,55844.83,46,2.38,147.5,99.2,81.57,3.5,2024-11
2024-11-28,1218,60900.16,62,1.98,133.3,99.46,84.38,2.46,2024-11
2024-11-29,1159,57951.9,53,2.61,165.0,99.65,84.25,3.42,2024-11
2024-11-30,1225,61265.53,61,2.62,152.2,98.96,80.38,2.95,2024-11
2024-12-01,1141,57085.46,41,2.91,197.7,99.69,80.61,3.37,2024-12
2024-12-02,1102,55118.57,55,2.12,144.8,99.52,87.07,3.75,2024-12
2024-12-03,1103,55182.16,57,2.84,135.1,99.16,82.28,2.6,2024-12
2024-12-04,1134,56731.62,56,2.86,163.9,99.75,81.24,1.99,2024-12
2024-12-05,1193,59659.62,43,2.41,170.6,99.33,91.05,2.42,2024-12
2024-12-06,1217,60867.99,61,2.5,160.9,99.36,82.24,3.5,2024-12
2024-12-07,1139,56991.0,52,2.69,136.7,99.66,86.99,2.91,2024-12
2024-12-08,1144,57213.03,60,2.27,137.1,99.31,77.42,3.71,2024-12
2024-12-09,1207,60371.16,58,2.62,182.2,99.88,76.73,2.52,2024-12
2024-12-10,1303,65194.06,62,2.39,158.2,99.16,86.02,2.98,2024-12
2024-12-11,1201,60086.0,59,1.93,128.4,99.48,77.31,2.85,2024-12
2024-12-12,1301,65060.03,49,2.39,171.1,99.71,86.41,3.1,2024-12
2024-12-13,1272,63634.64,46,2.84,203.4,99.58,93.44,2.67,2024-12
2024-12-14,1146,57340.27,59,2.28,148.5,100.0,80.83,3.05,2024-12
2024-12-15,1271,63576.21,53,2.17,130.2,99.57,84.24,3.49,2024-12
2024-12-16,1202,60113.29,55,2.78,148.4,99.93,88.4,3.18,2024-12
2024-12-17,1234,61725.3,53,2.6,156.0,99.23,93.88,2.89,2024-12
2024-12-18,1286,64333.4,44,2.62,96.5,99.16,85.46,2.48,2024-12
2024-12-19,1197,59869.49,52,2.33,136.8,99.5,88.18,2.6,2024-12
2024-12-20,1233,61676.49,45,2.38,115.4,99.5,91.94,3.7,2024-12
2024-12-21,1209,60469.8,47,2.89,153.5,100.0,78.52,3.24,2024-12
2024-12-22,1278,63923.68,57,1.99,155.1,99.87,85.24,2.41,2024-12
2024-12-23,1320,66023.42,62,2.8,158.5,99.27,87.54,2.65,2024-12
2024-12-24,1112,55634.51,49,2.62,189.0,99.34,94.95,3.41,2024-12
2024-12-25,1288,64429.73,49,2.75,163.3,99.63,85.52,3.11,2024-12
2024-12-26,1241,62069.42,57,1.76,123.0,99.4,87.32,3.1,2024-12
2024-12-27,1237,61851.93,60,2.38,192.2,99.6,91.65,3.19,2024-12
2024-12-28,1240,62025.07,57,2.1,151.0,99.42,84.32,2.7,2024-12
2024-12-29,1285,64287.41,58,2.75,152.8,99.28,86.42,2.75,2024-12
2024-12-30,1224,61245.36,59,2.61,125.3,99.64,82.91,3.47,2024-12
2024-12-31,1355,67755.32,60,2.32,112.5,99.47,77.44,3.3,2024-12
2025-01-01,1245,62261.76,46,2.34,129.6,100.0,80.72,3.27,2025-01
2025-01-02,1166,58332.04,47,2.66,147.5,99.55,82.67,3.04,2025-01
2025-01-03,1229,61489.68,60,2.92,173.5,99.56,80.56,3.44,2025-01
2025-01-04,1256,62809.26,71,2.53,192.9,99.51,87.34,3.28,2025-01
2025-01-05,1230,61540.51,48,2.84,112.5,99.47,82.71,2.84,2025-01
2025-01-06,1201,60094.96,53,2.24,131.9,99.73,91.75,2.92,2025-01
2025-01-07,1150,57507.01,59,2.48,185.1,99.61,83.23,3.05,2025-01
2025-01-08,1216,60840.64,57,2.62,152.2,99.54,81.91,2.72,2025-01
2025-01-09,1285,64261.11,52,2.64,150.1,99.26,84.08,3.05,2025-01
2025-01-10,1321,66065.39,45,2.52,195.5,99.1,91.86,2.89,2025-01
2025-01-11,1299,64969.7,46,2.8,161.5,99.99,86.72,3.44,2025-01
2025-01-12,1276,63834.31,36,2.49,139.5,99.45,90.84,3.03,2025-01
2025-01-13,1307,65355.68,50,2.17,127.8,99.62,76.92,3.41,2025-01
2025-01-14,1292,64602.44,43,3.08,127.8,99.03,79.63,2.12,2025-01
2025-01-15,1299,64989.95,43,2.83,130.8,98.9,75.89,2.6,2025-01
2025-01-16,1230,61539.24,50,2.86,152.7,99.9,90.32,3.37,2025-01
2025-01-17,1319,65990.83,50,2.7,153.2,99.86,86.78,4.06,2025-01
2025-01-18,1175,58791.71,51,2.38,176.5,99.48,72.57,3.3,2025-01
2025-01-19,1251,62591.4,59,2.68,190.8,99.26,81.48,3.64,2025-01
2025-01-20,1323,66183.29,41,2.22,148.8,99.38,80.17,2.63,2025-01
2025-01-21,1311,65594.07,59,1.93,160.7,99.29,84.88,3.87,2025-01
2025-01-22,1218,60929.44,51,2.27,147.3,99.53,83.99,2.44,2025-01
2025-01-23,1244,62220.95,57,2.28,146.5,99.57,95.0,2.38,2025-01
2025-01-24,1206,60325.27,64,2.84,167.3,99.35,80.28,3.72,2025-01
2025-01-25,1272,63602.19,53,2.94,165.4,99.44,86.84,3.1,2025-01
2025-01-26,1374,68736.83,46,3.08,103.8,99.4,80.34,2.71,2025-01
2025-01-27,1234,61731.46,61,2.86,140.6,100.0,81.02,3.28,2025-01
2025-01-28,1292,64610.55,44,2.55,149.8,98.92,76.76,3.54,2025-01
2025-01-29,1286,64345.13,61,2.99,166.2,99.81,79.69,3.27,2025-01
2025-01-30,1305,65271.34,53,2.33,137.1,99.8,86.32,3.23,2025-01
2025-01-31,1301,65078.27,59,2.34,164.9,99.8,87.78,3.4,2025-01
2025-02-01,1258,62939.19,60,2.68,161.7,99.13,88.37,2.53,2025-02
2025-02-02,1226,61305.81,51,2.08,164.7,99.67,91.41,3.59,2025-02
2025-02-03,1280,64030.58,71,2.54,167.4,99.67,84.63,3.24,2025-02
2025-02-04,1252,62629.16,68,2.71,130.7,99.43,91.38,2.86,2025-02
2025-02-05,1330,66543.05,41,2.87,148.1,99.28,87.1,3.35,2025-02
2025-02-06,1291,64561.71,47,2.21,121.2,99.3,91.31,3.21,2025-02
2025-02-07,1205,60282.73,50,2.69,112.0,99.7,88.52,3.01,2025-02
2025-02-08,1341,67077.43,59,2.38,148.8,99.52,89.45,3.23,2025-02
2025-02-09,1289,64479.8,47,2.53,139.0,99.98,71.63,3.33,2025-02
2025-02-10,1299,64972.06,54,1.76,163.6,98.75,77.0,2.61,2025-02
2025-02-11,1392,69614.59,65,2.88,152.7,99.46,81.12,3.45,2025-02
2025-02-12,1307,65382.88,51,2.59,187.7,99.54,93.51,2.56,2025-02
2025-02-13,1338,66909.4,63,2.74,143.0,99.83,79.47,3.48,2025-02
2025-02-14,1292,64620.99,46,2.06,162.3,100.0,88.2,2.01,2025-02
2025-02-15,1314,65705.3,48,2.68,135.4,99.38,79.34,3.95,2025-02
2025-02-16,1346,67335.69,59,2.18,157.6,99.52,95.58,3.12,2025-02
2025-02-17,1349,67463.64,56,2.19,154.7,99.53,90.89,1.51,2025-02
2025-02-18,1369,68471.6,64,2.31,164.4,98.99,83.1,3.58,2025-02
2025-02-19,1384,69233.32,51,3.1,141.8,99.9,83.92,2.66,2025-02
2025-02-20,1334,66741.23,60,2.2,129.2,99.59,88.02,2.28,2025-02
2025-02-21,1227,61389.31,59,2.72,129.0,99.34,81.5,2.68,2025-02
2025-02-22,1309,65479.83,52,2.29,132.3,99.85,70.0,3.38,2025-02
2025-02-23,1326,66327.58,57,2.56,167.7,99.73,85.51,2.81,2025-02
2025-02-24,1383,69150.44,46,2.9,159.6,99.11,95.7,3.39,2025-02
2025-02-25,1415,70751.82,57,2.37,165.5,99.26,91.79,2.69,2025-02
2025-02-26,1298,64909.09,53,2.54,115.4,99.23,82.91,2.47,2025-02
2025-02-27,1273,63658.74,49,2.94,134.7,99.3,80.73,3.11,2025-02
2025-02-28,1330,66532.17,62,2.64,119.4,99.66,91.8,3.76,2025-02
2025-03-01,1361,68081.82,52,2.43,138.0,99.6,89.33,2.62,2025-03
2025-03-02,1295,64755.89,51,2.57,154.0,99.55,94.17,2.48,2025-03
2025-03-03,1368,68416.63,54,2.32,158.4,99.22,76.01,3.25,2025-03
2025-03-04,1309,65457.27,52,3.49,144.2,99.49,82.74,2.66,2025-03
2025-03-05,1296,64800.91,48,2.24,148.6,99.21,87.97,3.31,2025-03
2025-03-06,1350,67528.1,57,3.01,182.4,99.26,76.04,3.19,2025-03
2025-03-07,1365,68274.24,44,2.64,143.5,99.4,79.0,3.59,2025-03
2025-03-08,1299,64986.91,47,2.93,152.1,99.38,81.66,3.8,2025-03
2025-03-09,1317,65864.91,61,2.69,161.4,99.23,91.61,3.23,2025-03
2025-03-10,1307,65384.53,59,2.68,157.4,99.75,88.48,2.5,2025-03
2025-03-11,1393,69686.11,49,2.45,147.9,99.23,82.43,3.49,2025-03
2025-03-12,1361,68060.43,60,2.36,169.4,99.37,84.38,3.47,2025-03
2025-03-13,1271,63566.5,57,2.69,165.6,99.52,86.63,2.98,2025-03
2025-03-14,1317,65871.04,60,2.89,147.6,99.58,89.89,3.06,2025-03
2025-03-15,1382,69149.56,54,2.5,154.4,100.0,76.48,2.76,2025-03
2025-03-16,1385,69258.61,52,2.32,140.2,99.51,73.6,2.74,2025-03
2025-03-17,1262,63121.24,43,2.45,123.4,99.85,89.97,1.97,2025-03
2025-03-18,1327,66380.04,59,3.03,129.8,99.33,93.31,3.5,2025-03
2025-03-19,1282,64101.5,58,2.79,135.4,99.13,89.42,2.54,2025-03
2025-03-20,1337,66874.68,56,2.58,131.3,99.48,78.27,2.12,2025-03
2025-03-21,1367,68369.01,51,2.73,154.5,99.34,84.19,3.48,2025-03
2025-03-22,1291,64563.72,66,2.24,145.4,99.81,82.42,3.79,2025-03
2025-03-23,1382,69141.66,49,2.64,144.0,99.04,84.11,3.21,2025-03
2025-03-24,1316,65820.96,48,2.53,158.9,99.86,86.36,4.04,2025-03
2025-03-25,1384,69219.15,54,3.1,201.8,99.73,91.58,2.72,2025-03
2025-03-26,1334,66744.81,56,2.51,201.7,99.95,73.86,3.19,2025-03
2025-03-27,1321,66056.47,52,3.07,154.6,99.46,89.96,2.68,2025-03
2025-03-28,1361,68068.88,49,2.66,156.5,99.07,83.82,3.24,2025-03
2025-03-29,1305,65255.52,48,2.52,119.6,99.39,82.39,3.39,2025-03
2025-03-30,1362,68106.91,70,3.14,147.8,99.53,80.16,3.12,2025-03
2025-03-31,1375,68775.08,42,2.76,180.3,99.41,87.59,3.81,2025-03
2025-04-01,1325,66288.31,60,2.74,127.2,99.86,84.53,3.33,2025-04
2025-04-02,1374,68733.63,53,2.33,131.1,99.45,84.6,2.52,2025-04
2025-04-03,1337,66895.74,58,2.3,146.0,99.18,91.62,1.97,2025-04
2025-04-04,1381,69093.65,66,3.04,143.5,99.14,85.15,2.83,2025-04
2025-04-05,1444,72207.85,57,2.4,160.1,99.56,86.45,3.03,2025-04
2025-04-06,1421,71051.26,53,2.08,168.2,99.92,97.07,3.74,2025-04
2025-04-07,1392,69631.7,52,2.67,140.7,100.0,87.3,2.17,2025-04
2025-04-08,1306,65334.07,57,2.47,151.9,99.23,85.27,3.67,2025-04
2025-04-09,1349,67474.55,51,2.73,123.1,98.98,94.02,2.82,2025-04
2025-04-10,1364,68249.88,58,2.29,127.8,98.86,85.67,2.38,2025-04
2025-04-11,1353,67689.17,60,2.62,189.0,99.68,80.16,3.4,2025-04
2025-04-12,1381,69070.86,52,2.56,139.7,98.96,91.34,3.5,2025-04
2025-04-13,1306,65307.56,58,2.92,106.9,99.34,92.82,3.47,2025-04
2025-04-14,1374,68727.37,51,2.71,163.1,99.78,88.85,2.54,2025-04
2025-04-15,1324,66204.38,47,2.37,135.8,99.68,82.7,3.56,2025-04
2025-04-16,1291,64565.52,60,2.24,176.0,99.36,80.09,3.34,2025-04
2025-04-17,1302,65105.59,52,2.52,163.2,99.51,82.7,2.1,2025-04
2025-04-18,1368,68433.58,62,2.39,147.0,99.54,88.74,3.01,2025-04
2025-04-19,1321,66090.13,54,2.65,150.7,99.19,87.85,2.57,2025-04
2025-04-20,1403,70154.09,52,2.05,127.1,99.73,80.9,3.24,2025-04
2025-04-21,1333,66654.77,62,2.42,167.2,99.64,86.3,3.19,2025-04
2025-04-22,1254,62705.1,61,2.12,113.5,99.2,81.44,3.0,2025-04
2025-04-23,1431,71575.57,64,2.58,170.7,99.36,83.93,4.34,2025-04
2025-04-24,1237,61877.04,64,2.54,160.5,99.67,89.55,2.88,2025-04
2025-04-25,1259,62957.26,60,2.52,137.0,99.31,87.46,2.47,2025-04
2025-04-26,1278,63918.78,56,2.33,145.3,99.43,79.1,3.64,2025-04
2025-04-27,1320,66002.77,57,3.34,141.9,99.47,91.24,3.66,2025-04
2025-04-28,1422,71134.27,56,3.03,152.6,99.53,83.21,2.12,2025-04
2025-04-29,1357,67880.19,55,2.43,176.3,99.83,80.95,2.92,2025-04
2025-04-30,1295,64772.91,48,2.95,149.7,99.51,93.37,2.99,2025-04
2025-05-01,1307,65356.69,56,2.68,155.0,99.59,84.4,2.35,2025-05
2025-05-02,1325,66257.71,53,2.26,153.4,99.72,76.45,3.22,2025-05
2025-05-03,1349,67472.1,66,1.97,165.0,99.3,80.9,3.07,2025-05
2025-05-04,1297,64874.19,56,2.79,163.2,99.59,89.25,3.64,2025-05
2025-05-05,1353,67682.96,62,2.59,133.4,100.0,81.33,3.02,2025-05
2025-05-06,1318,65935.97,53,3.08,137.8,99.66,86.7,2.61,2025-05
2025-05-07,1338,66939.06,53,3.09,182.1,99.66,85.27,3.29,2025-05
2025-05-08,1380,69030.71,55,2.88,139.4,99.71,75.67,3.47,2025-05
2025-05-09,1354,67727.68,56,2.02,153.2,99.14,76.05,3.11,2025-05
2025-05-10,1309,65486.04,50,2.28,96.3,99.67,86.87,3.87,2025-05
2025-05-11,1292,64623.12,44,2.25,156.5,99.4,93.51,2.6,2025-05
2025-05-12,1343,67175.39,52,2.54,184.4,99.55,90.81,2.06,2025-05
2025-05-13,1289,64471.29,51,2.86,139.7,99.43,88.58,3.05,2025-05
2025-05-14,1340,67015.08,50,2.56,142.4,99.32,80.79,4.03,2025-05
2025-05-15,1312,65614.27,53,2.44,161.9,99.22,84.05,2.87,2025-05
2025-05-16,1315,65778.39,59,2.93,155.8,99.71,86.13,3.4,2025-05
2025-05-17,1269,63497.72,66,2.17,145.4,99.08,84.88,3.05,2025-05
2025-05-18,1334,66726.75,66,2.84,128.6,99.46,87.44,2.29,2025-05
2025-05-19,1305,65263.91,44,2.94,137.9,99.43,78.7,3.28,2025-05
2025-05-20,1335,66786.9,55,2.85,163.0,99.19,84.69,2.39,2025-05
2025-05-21,1320,66006.82,59,2.31,143.1,99.66,82.18,2.72,2025-05
2025-05-22,1282,64109.6,60,2.93,148.5,99.31,70.84,3.18,2025-05
2025-05-23,1389,69464.12,52,2.62,183.7,100.0,91.51,2.45,2025-05
2025-05-24,1388,69446.85,49,2.73,120.8,99.45,89.51,2.75,2025-05
2025-05-25,1317,65895.79,45,2.5,134.2,99.51,91.91,3.02,2025-05
2025-05-26,1286,64327.74,53,2.6,146.9,99.54,85.53,3.67,2025-05
2025-05-27,1230,61506.0,50,2.47,158.3,99.23,87.28,2.95,2025-05
2025-05-28,1322,66140.92,45,2.31,153.2,99.2,87.97,2.83,2025-05
2025-05-29,1296,64837.3,55,2.63,191.9,99.29,83.13,2.85,2025-05
2025-05-30,1373,68680.25,63,2.55,126.8,99.51,89.12,2.29,2025-05
2025-05-31,1341,67065.03,69,2.94,167.3,98.97,83.82,3.21,2025-05
2025-06-01,1362,68116.79,55,2.21,119.8,99.33,88.2,3.31,2025-06
2025-06-02,1427,71368.85,61,2.27,190.4,99.64,85.75,2.99,2025-06
2025-06-03,1356,67816.63,53,2.3,160.7,99.71,93.46,2.21,2025-06
2025-06-04,1234,61718.87,47,2.28,160.7,100.0,93.65,2.42,2025-06
2025-06-05,1254,62728.98,46,2.7,117.7,99.91,83.13,3.68,2025-06
2025-06-06,1377,68898.75,57,2.65,144.0,99.51,89.21,3.78,2025-06
2025-06-07,1311,65552.27,54,2.33,183.7,98.9,87.04,2.31,2025-06
2025-06-08,1251,62599.07,50,2.47,168.5,99.71,87.01,3.19,2025-06
2025-06-09,1186,59331.73,57,2.42,155.1,99.5,93.0,2.98,2025-06
2025-06-10,1243,62187.59,52,2.34,154.6,99.65,88.06,3.19,2025-06
2025-06-11,1339,66974.6,45,3.08,177.2,99.52,93.11,3.07,2025-06
2025-06-12,1324,66246.56,49,2.5,167.3,99.63,83.85,3.39,2025-06
2025-06-13,1265,63259.43,52,2.38,166.1,99.73,89.43,3.09,2025-06
2025-06-14,1206,60335.3,46,2.77,111.8,99.87,83.84,3.07,2025-06
2025-06-15,1343,67188.94,56,2.44,159.8,99.79,85.18,3.31,2025-06
2025-06-16,1269,63456.24,60,2.62,142.3,100.0,78.16,2.62,2025-06
2025-06-17,1273,63679.89,68,2.24,148.6,99.76,87.96,3.13,2025-06
2025-06-18,1334,66700.11,63,2.46,157.1,99.69,80.31,2.54,2025-06
2025-06-19,1264,63221.02,55,2.48,148.1,99.44,92.28,3.36,2025-06
2025-06-20,1209,60481.61,62,2.51,156.2,99.57,92.41,3.73,2025-06
2025-06-21,1285,64267.61,55,2.13,177.3,99.2,87.01,3.13,2025-06
2025-06-22,1293,64661.6,51,2.18,140.2,99.44,88.91,3.72,2025-06
2025-06-23,1372,68622.38,52,2.63,160.3,99.23,76.54,2.99,2025-06
2025-06-24,1190,59513.92,55,2.48,131.9,99.74,78.23,3.37,2025-06
2025-06-25,1239,61986.58,55,2.75,170.6,99.34,89.88,3.49,2025-06
2025-06-26,1255,62759.98,58,2.61,171.6,99.6,80.65,3.32,2025-06
2025-06-27,1196,59831.21,59,2.54,146.7,99.11,94.55,3.61,2025-06
2025-06-28,1259,62950.23,50,2.51,163.3,99.99,88.44,3.49,2025-06
2025-06-29,1262,63129.73,60,2.6,118.4,99.4,86.81,3.53,2025-06
2025-06-30,1311,65564.15,55,1.93,183.8,99.05,82.67,2.49,2025-06
2025-07-01,1248,62416.1,61,2.39,114.9,99.66,81.08,2.15,2025-07
2025-07-02,1230,61538.03,53,2.96,129.4,99.25,81.25,3.43,2025-07
2025-07-03,1256,62809.76,64,2.23,177.6,99.89,84.22,2.96,2025-07
2025-07-04,1197,59883.54,60,2.64,139.0,99.33,83.44,2.39,2025-07
2025-07-05,1181,59077.95,56,2.07,177.4,99.6,83.96,4.5,2025-07
2025-07-06,1282,64128.63,60,2.9,141.5,99.64,83.97,3.12,2025-07
2025-07-07,1199,59974.23,58,2.53,140.4,99.21,83.07,3.1,2025-07
2025-07-08,1284,64209.31,65,2.72,170.2,99.43,84.93,3.23,2025-07
2025-07-09,1259,62980.06,56,2.67,128.2,99.34,81.7,4.01,2025-07
2025-07-10,1304,65202.45,57,2.6,155.5,99.62,81.16,2.98,2025-07
2025-07-11,1272,63632.08,46,3.09,154.0,99.59,76.99,4.07,2025-07
2025-07-12,1337,66863.77,52,2.62,137.8,99.55,82.17,2.33,2025-07
2025-07-13,1272,63604.87,71,2.46,174.0,99.93,90.27,3.64,2025-07
2025-07-14,1222,61140.47,43,2.07,132.7,99.84,80.81,2.83,2025-07
2025-07-15,1279,63975.13,48,1.97,141.1,99.02,79.35,2.83,2025-07
2025-07-16,1279,63954.79,62,2.16,138.8,99.43,85.49,3.44,2025-07
2025-07-17,1242,62114.2,44,2.42,165.8,99.97,80.05,3.31,2025-07
2025-07-18,1272,63614.59,58,2.69,146.1,99.35,84.49,3.33,2025-07
2025-07-19,1249,62453.05,49,2.67,157.1,99.51,82.88,2.43,2025-07
2025-07-20,1286,64305.34,59,2.46,138.4,99.96,89.05,3.15,2025-07
2025-07-21,1197,59865.49,68,2.34,158.7,99.64,86.75,3.79,2025-07
2025-07-22,1296,64809.76,69,2.04,161.3,99.21,80.22,3.01,2025-07
2025-07-23,1283,64157.74,61,2.74,195.0,99.32,84.77,3.09,2025-07
2025-07-24,1287,64372.13,51,2.45,164.3,99.55,79.69,3.21,2025-07
2025-07-25,1206,60301.68,55,3.0,138.3,99.37,78.71,2.33,2025-07
2025-07-26,1237,61874.8,50,2.62,157.0,99.58,89.39,2.57,2025-07
2025-07-27,1210,60545.17,56,2.63,127.8,99.64,87.84,2.75,2025-07
2025-07-28,1204,60222.03,49,2.44,174.4,99.83,89.99,3.27,2025-07
2025-07-29,1216,60802.13,63,1.72,145.3,99.14,83.63,3.57,2025-07
2025-07-30,1278,63928.26,53,2.83,132.5,99.63,85.17,2.74,2025-07
2025-07-31,1301,65090.93,45,2.87,152.9,99.35,96.68,3.2,2025-07
2025-08-01,1200,60048.43,45,2.6,162.6,99.57,90.14,3.72,2025-08
2025-08-02,1152,57640.11,51,2.15,148.3,99.5,88.04,2.29,2025-08
2025-08-03,1260,63014.61,57,2.26,134.4,99.34,98.0,3.74,2025-08
2025-08-04,1133,56653.19,75,2.51,151.1,99.63,77.82,3.12,2025-08
2025-08-05,1209,60471.23,44,3.01,133.2,99.51,83.66,2.84,2025-08
2025-08-06,1210,60541.06,70,2.55,156.9,99.6,83.82,3.88,2025-08
2025-08-07,1318,65915.95,60,2.62,175.0,99.38,87.51,3.57,2025-08
2025-08-08,1155,57779.82,52,2.97,156.5,99.14,87.7,2.72,2025-08
2025-08-09,1227,61394.32,49,2.52,138.4,99.42,73.67,2.76,2025-08
2025-08-10,1157,57854.09,50,2.08,170.4,99.1,85.35,3.78,2025-08
2025-08-11,1232,61632.8,51,2.21,167.9,100.0,86.0,2.5,2025-08
2025-08-12,1245,62294.52,57,2.76,152.5,99.18,83.97,3.01,2025-08
2025-08-13,1253,62659.28,38,2.23,133.0,99.56,86.58,2.86,2025-08
2025-08-14,1107,55378.22,47,1.95,128.0,99.0,82.4,2.0,2025-08
2025-08-15,1230,61511.88,55,2.51,140.7,99.39,75.99,3.01,2025-08
2025-08-16,1287,64368.66,65,2.77,152.7,99.36,86.67,3.34,2025-08
